field_id,common_name,species_name,family,order,common_group,sp_code,,master_trawl,notes,Common group sorting order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sicyonia laevigata,"shrimp, rock",Sicyonia laevigata,Penaeidae,Decapoda,Crustacean_shrimp,Sic lae,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sicyonia spp.,"shrimp, rock spp.",Sicyonia spp.,Sicyoniidae,Decapoda,Crustacean_shrimp,Sic spp,,X,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white rock shrimp,"shrimp, white rock ",Eualus pusiolus,Thoridae,Decapoda,Crustacean_shrimp,Eua pus,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mud shrimp,"shrimp, coastal mud ",Upogebia affinis,Upogebiidae,Decapoda,Crustacean_shrimp,Upo aff,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shrimp,"shrimp, unid spp.",,,Decapoda,Crustacean_shrimp,UnID Shrimp,,X,shrimp,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern acorn barnacle,"barnacle, northern acorn",Semibalanus balanoides,Archaeobalanidae,Sessilia,Crustacean_barnacle,Sem bal,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple barnacle,"barnacle, purple ",Amphibalanus amphitrite,Balanidae,Sessilia,Crustacean_barnacle,Amp amp,,,aka: Balanus amphitrite; striped barnacle (common),4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white barnacle,"barnacle, white ",Amphibalanus eburneus,Balanidae,Sessilia,Crustacean_barnacle,Amp ebu,,,aka: Balanus eburneus; ivory barnacle (common),4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bay barnacle,"barnacle, bay",Amphibalanus improvisus,Balanidae,Sessilia,Crustacean_barnacle,Amp imp,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acorn barnacle,"barnacle, acorn",Balanus balanus,Balanidae,Sessilia,Crustacean_barnacle,Bal bal,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balanus barnacle,barnacle spp.,Balanus spp.,Balanidae,Sessilia,Crustacean_barnacle,Bal spp,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barnacle,"barnacle, unid spp.",,Balanidae,Sessilia,Crustacean_barnacle,Balanidae,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fragile white barnacel,"barnacle, fragile white ",Chthamalus fragilis,Chthamalidae,Sessilia,Crustacean_barnacle,Cht fra,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhizocephalan parasitic barancle,"barnacle, rhizocephalan parasitic ",Loxothylacus panopaei,Sacculinidae,Kentrogonida,Crustacean_barnacle,Lox pan,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parasitic barnacle,"barnacle, parasitic spp.",Sacculina spp.,Sacculinidae,Kentrogonida,Crustacean_barnacle,Sac spp,,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microdeutopus anomalus,amphipod sp.,Microdeutopus anomalus,Aoridae,Amphipoda,Crustacean_amphipod,Mic ano,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caprella equilibra,"shrimp, skeleton sp.",Caprella equilibra,Caprellidae,Amphipoda,Crustacean_amphipod,Cap equ,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caprella penantis,"shrimp, skeleton sp.",Caprella penantis,Caprellidae,Amphipoda,Crustacean_amphipod,Cap pen,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caprella unica,"shrimp, skeleton sp.",Caprella unica,Caprellidae,Amphipoda,Crustacean_amphipod,Cap uni,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caprellid spp.,"shrimp, skeleton spp.",Caprellid spp.,Caprellidae,Amphipoda,Crustacean_amphipod,Capr spp,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paracaprella peuautis,"shrimp, skeleton sp.",Paracaprella peuautis,Caprellidae,Amphipoda,Crustacean_amphipod,Par peu,,,can not find this species… could be caprella penantis?,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paracaprella tenuis,"shrimp, skeleton sp.",Paracaprella tenuis,Caprellidae,Amphipoda,Crustacean_amphipod,Par ten,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corophium,amphipod spp.,Corophium spp.,Corophiidae,Amphipoda,Crustacean_amphipod,Cor spp,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gammarus mucronatus,amphipod sp.,Gammarus mucronatus,Gammaridae,Amphipoda,Crustacean_amphipod,Gam muc,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gammarid,amphipod sp. d,Gammarid sp.,Gammaridae,Amphipoda,Crustacean_amphipod,Gamm sp,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leucothoe spinicarpa,amphipod sp.,Leucothoe spinicarpa,Leucothoidae,Amphipoda,Crustacean_amphipod,Leu spi,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white stout amphipod,"amphipod, white stout ",Lysianopsis alba,Lysianassidae,Amphipoda,Crustacean_amphipod,Lys alb,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
big claw amphipod,"amphipod, big claw ",Dulichiella appendiculata,Melitidae,Amphipoda,Crustacean_amphipod,Dul app,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large gammarid amphipod,"amphipod, large gammarid ",Elasmopus levis,Melitidae,Amphipoda,Crustacean_amphipod,Ela lev,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melita dentata,amphipod sp.,Melita dentata,Melitidae,Amphipoda,Crustacean_amphipod,Mel den,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melita nitida,amphipod sp.,Melita nitida,Melitidae,Amphipoda,Crustacean_amphipod,Mel nit,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melitidae amphipod,"amphipod, unid spp.",,Melitidae,Amphipoda,Crustacean_amphipod,Melitidae,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gammarid amphipod,"amphipod, gammarid ",Microprotopus raneyi,Microprotopidae,Amphipoda,Crustacean_amphipod,Mic ran,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhepoxynius epistomus,"amphipod sp. ""w/white rostrum""",Rhepoxynius epistomus,Phoxocephalidae,Amphipoda,Crustacean_amphipod,Rhe epi,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marsh hopper amphipod,"amphipod, marsh hopper ",Orchestia grillus,Talitridae,Amphipoda,Crustacean_amphipod,Orc gri,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marsh amphipod,"amphipod, marsh spp.",Orchestia spp.,Talitridae,Amphipoda,Crustacean_amphipod,Orc spp,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talitrus,amphipod spp.,Talitrus spp.,Talitridae,Amphipoda,Crustacean_amphipod,Tal spp,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphipod,"amphipod, unid spp.",,,Amphipoda,Crustacean_amphipod,UnID Amphipod,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thorn isopod,"isopod, thorn ",Ancinus depressus,Ancinidae,Isopoda,Crustacean_isopod,Anc dep,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyathura polita,isopod sp.,Cyathura polita,Anthuridae,Isopoda,Crustacean_isopod,Cya pol,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edotia triloba,isopod sp.,Edotia triloba,Idoteidae,Isopoda,Crustacean_isopod,Edo tri,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eelgrass isopod,"isopod, eelgrass",Erichsonella spp.,Idoteidae,Isopoda,Crustacean_isopod,Eri spp,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paracerceis caudata,isopod sp.,Paracerceis caudata,Sphaeromatidae,Isopoda,Crustacean_isopod,Par cau,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea pill bug,"isopod, sea pill bug",Paracerceis cordata,Sphaeromatidae,Isopoda,Crustacean_isopod,Par cor,,,"aka: Cilicaea caudata or cordata? Was listed as caudata, but couldn't find on the database",4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marine rolypoly,"rolypoly, marine ",Sphaeroma quadridentatum,Sphaeromatidae,Isopoda,Crustacean_isopod,Sph qua,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boring isopod,"isopod, boring",Sphaeroma spp,Sphaeromatidae,Isopoda,Crustacean_isopod,Spha spp,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
low-salinity marsh isopod,"isopod, marsh, low-salinity",Cassidinidea ovalis,Sphaeromatidae,Isopoda,Crustacean_isopod,Cas ova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isopod,"isopods, unid spp.",,,Isopoda,Crustacean_isopod,UnID Isopod,,,,4.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large claw tanaid,"tanaid, large-claw ",Leptochelia rapax,Leptocheliidae,Tanaidacea,Crustacean_tanaid,Lep rap,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leptochelia spp.,tanaid spp.,Leptochelia spp.,Leptocheliidae,Tanaidacea,Crustacean_tanaid,Leptoc spp,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salemia coeca,tanaid sp.,Salemia coeca,Paratanaidae,Tanaidacea,Crustacean_tanaid,Sal coe,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanais dulongii,tanaid sp.,Tanais dulongii,Tanaididae,Tanaidacea,Crustacean_tanaid,Tan dul,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanaid,"tanaid, unid spp.",,,Tanaidacea,Crustacean_tanaid,UnID Tanaid,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanystylum orbiculare,sea spider sp.,Tanystylum orbiculare,Ammotheidae,Pantopoda,Crustacean_other,Tan orb,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mite,"mites, unid spp.",,Halacaridae,Trombidiformes,Crustacean_other,Halacaridae,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seashore springtail,"springtail, seashore",Anurida maritima,Neanuridae,Collembola (class),Crustacean_other,Anu mar,,,bug (collembola = springtail),4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pycnogonum spp.,sea spider spp.,Pycnogonum spp.,Pycnogonidae,Pantopoda,Crustacean_other,Pyc spp,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly larvae,"larvae, fly ",,,Diptera,Crustacean_other,Deptera,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insect,"insect, terrestrial unid spp.",,,Insecta [class],Crustacean_other,Insecta,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea spider,"sea spider, unid spp.",,,Pantopoda,Crustacean_other,Pantopoda,,,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common jingle,"jingle, common",Anomia simplex,Anomiidae,Pectinida,Bivalve,Ano sim,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prickly jingle,"jingle, prickly",Heteranomia squamula,Anomiidae,Pectinida,Bivalve,Het squ,,,aka: Anomia squamula,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incongruous ark,"ark, incongruous",Anadara brasiliana,Arcidae,Arcoida,Bivalve,Ana bra,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cut ribbed ark,"ark, cut-ribbed ",Anadara secticostata,Arcidae,Arcoida,Bivalve,Ana sec,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transverse ark,"ark, transverse ",Anadara transversa,Arcidae,Arcoida,Bivalve,Ana tra,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anadara,ark sp.,Anadara spp.,Arcidae,Arcoida,Bivalve,Anad spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mossy ark,"ark, mossy ",Arca imbricata,Arcidae,Arcoida,Bivalve,Arc imb,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ark,"ark, unid spp.",,Arcidae,Arcoida,Bivalve,Arcidae,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white bearded ark,"ark, white bearded",Barbatia Candida,Arcidae,Arcoida,Bivalve,Bar can,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood ark,"ark, blood",Lunarca ovalis,Arcidae,Arcoida,Bivalve,Lun ova,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow prickly cockle,"cockle, yellow prickly",Dallocardia muricata,Cardiidae,Cardiida,Bivalve,Dal mur,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eggcockle,eggcockle,Fulvia laevigata,Cardiidae,Cardiida,Bivalve,Ful lae,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morton eggcockle,"eggcockle, morton",Laevicardium mortoni,Cardiidae,Cardiida,Bivalve,Lae mor,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ravenel's eggcockle,"eggcockle, ravenel's",Laevicardium pictum,Cardiidae,Cardiida,Bivalve,Lae pic,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
florida prickly cockle,"cockle, florida prickly ",Trachycardium egmontianum,Cardiidae,Cardiida,Bivalve,Tra egm,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spiny jewel box clam,"clam, spiny jewel box ",Arcinella cornuta,Chamidae,Imparidentia [superorder],Bivalve,Arc cor,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corrugated jewel box clam,"clam, corrugated jewel box",Chama congregata,Chamidae,Imparidentia [superorder],Bivalve,Cha con,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leafy jewel box clam,"clam, leafy jewel box ",Chama macerophylla,Chamidae,Imparidentia [superorder],Bivalve,Cha mac,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chama spp.,clam sp.,Chama spp.,Chamidae,Imparidentia [superorder],Bivalve,Cha spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contracted corbula,"corbula, contracted ",Caryocorbula contracta,Corbulidae,Myida,Bivalve,Car con,,,aka: Corbula contracta,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corbula clam,"clam, corbula",Caryocorbula spp.,Corbulidae,Myida,Bivalve,Car spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic coquina,"coquina, atlantic ",Donax variabilis,Donacidae,Cardiida,Bivalve,Don var,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commensual clam,"clam, commensal ",Leptonacea spp.,Galeommatidae,Imparidentia [superorder],Bivalve,Lepton spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic gastrochaenid,"gastrochaenid, atlantic ",Lamychaena hians,Gastrochaenidae,Imparidentia [superorder],Bivalve,Lam hia,,,aka: Gastrochaena hians,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic rocellaria,"rocellaria, atlantic",Rocellaria dubia,Gastrochaenidae,Imparidentia [superorder],Bivalve,Roc dub,,,aka: Gastrochaena dubia; order not assigned,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic geoduck,"geoduck, atlantic ",Panopea bitruncata,Hiatellidae,Adapedonta,Bivalve,Pan bit,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antillian fileclam,"fileclam, antillian ",Limaria pellucida,Limidae,Limoida,Bivalve,Lim pel,,,aka: Lima pellucida,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many lined lucina,"lucina, many-lined ",Parvilucina crenella,Lucinidae,Lucinida,Bivalve,Par cre,,,aka: Lucina multilineata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glassy lyonsia,"lyonsia, glassy ",Lyonsia hyalina,Lyonsiidae,Pholadomyoida ,Bivalve,Lyo hyl,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fragile surfclam,"surfclam, fragile ",Mactrotoma fragilis,Mactridae,Imparidentia [superorder],Bivalve,Mac fra,,,aka: Mactra fragilis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwarf surf clam,"clam, dwarf surf ",Mulinia lateralis,Mactridae,Imparidentia [superorder],Bivalve,Mul lat,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic surf clam,"clam, atlantic surf",Spisula solidissima,Mactridae,Imparidentia [superorder],Bivalve,Spi sol,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft shell clam,"clam, soft-shell ",Mya arenaria,Myidae,Myida,Bivalve,Mya are,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antillean sphenia clam,"clam, antillean sphenia",Sphenia fragilis,Myidae,Myida,Bivalve,Sph fra,,,soft clam like a geoduck,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic paper mussel,"mussel, atlantic paper ",Arcuatula papyria,Mytilidae,Mytiloida,Bivalve,Arc pap,,,aka: Amygdalum papyrium,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scorched mussel,"mussel, scorched ",Brachidontes exustus,Mytilidae,Mytiloida,Bivalve,Bra exu,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribbed mussel,"mussel, ribbed",Geukensia demissa,Mytilidae,Mytiloida,Bivalve,Geu dem,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hooked mussel,"mussel, hooked ",Ischadium recurvum,Mytilidae,Mytiloida,Bivalve,Isc rec,,,aka: Brachidontes recurvus; recurved mussel (common),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissor date mussel,"mussel, scissor date ",Leiosolenus aristatus,Mytilidae,Mytiloida,Bivalve,Lei ari,,,aka: Lithophaga aristata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahogany date mussel,"mussel, mahogany date ",Leiosolenus bisulcatus,Mytilidae,Mytiloida,Bivalve,Lei bis,,,aka: Lithophaga bisulcata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulip mussel,"mussel, tulip ",Modiolus americanus,Mytilidae,Mytiloida,Bivalve,Mod ame,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse mussel,"mussel, horse ",Modiolus modiolus,Mytilidae,Mytiloida,Bivalve,Mod mod,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
false horse mussel,"mussel, false horse",Modiolus squamosus,Mytilidae,Mytiloida,Bivalve,Mod squ,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lateral mussle,"mussel, lateral ",Musculus lateralis,Mytilidae,Mytiloida,Bivalve,Mus lat,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mytilid spp.,mussel sp.,Mytilid spp.,Mytilidae,Mytiloida,Bivalve,Myt spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adams ark,"ark, adams ",Arcopsis adamsi,Noetiidae,Arcoida,Bivalve,Arc ada,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pointed nutclam,"nutclam, pointed ",Saccella acuta,Nuculanidae,Nuculanida,Bivalve,Sac acu,,,aka: Nuculana acuta,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic nutclam,"nutclam, atlantic",Nucula proxima,Nuculidae,Nuculida ,Bivalve,Nuc pro,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern oyster,"oyster, eastern",Crassostrea virginica,Ostreidae,Ostreida,Bivalve,Cra vir,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crested oyster,"oyster,  crested  ",Ostrea stentina,Ostreidae,Ostreida,Bivalve,Ost ste,,,"aka: Ostreola equestris, horse oyster",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oyster,"oyster, unid spp.",,Ostreidae,Ostreida,Bivalve,Ostreidae,,,non-eastern,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic calico scallop,"scallop, atlantic calico",Argopecten gibbus,Pectinidae,Pectinida,Bivalve,Arg gib,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bay scallop,"scallop, bay",Argopecten irradians,Pectinidae,Pectinida,Bivalve,Arg irr,,X,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rough scallop,"scallop, rough ",Lindapecten muscosus,Pectinidae,Pectinida,Bivalve,Lin mus,,,aka: Aequipecten muscosus,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
periploma clam,"clam, periploma ",Periploma spp.,Periplomatidae,Anomalodesmata,Bivalve,Per spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic razor clam,"clam, atlantic razor",Ensis leei,Pharidae,Adapedonta,Bivalve,Ens lee,,,"aka: Ensis directus, American jack knife clam",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minor jackknife clam,"clam, minor jackknife",Ensis megistus,Pharidae,Adapedonta,Bivalve,Ens meg,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic mud piddock,"piddock, atlantic mud",Barnea truncata,Pholadidae,Myida,Bivalve,Bar tru,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angelwing,angelwing,Cyrtopleura costata,Pholadidae,Myida,Bivalve,Cyr cos,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oyster piddock,"piddock, oyster",Diplothyra curta,Pholadidae,Myida,Bivalve,Dip cur,,,"aka: Diplothyra smithii, rock-boring bivalve",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedge piddock,"piddock, wedge ",Martesia cuneiformis,Pholadidae,Myida,Bivalve,Mar cun,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rigid pen clam,"clam, rigid pen ",Atrina rigida,Pinnidae,Ostreida,Bivalve,Atr rig,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic winged oyster,"oyster, atlantic winged ",Pteria colymbus,Pteriidae,Ostreida,Bivalve,Pte col,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic abra,"abra, atlantic ",Abra aequalis,Semelidae,Cardiida,Bivalve,Abr aeq,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smooth abra,"abra, smooth ",Abra lioica,Semelidae,Cardiida,Bivalve,Abr lio,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telling semele,"semele, tellin",Cumingia tellinoides,Semelidae,Cardiida,Bivalve,Cum tel,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic semele,"semele, atlantic",Semele proficua,Semelidae,Cardiida,Bivalve,Sem pro,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purplish semele,"semele, purplish",Semele purpurascens,Semelidae,Cardiida,Bivalve,Sem pur,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semele clam,"clam, semele spp.",Semele spp.,Semelidae,Cardiida,Bivalve,Sem spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purplish tagelus,"tagelus, purplish",Tagelus divisus,Solecurtidae,Cardiida,Bivalve,Tag div,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stout razor clam,"clam, stout razor",Tagelus plebeius,Solecurtidae,Cardiida,Bivalve,Tag ple,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic awning clam,"clam, atlantic awning",Solemya velum,Solemyidae,Solemyida,Bivalve,Sol vel,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mitchell macoma,"macoma, mitchell",Ameritella mitchelli,Tellinidae,Cardiida,Bivalve,Ame mit,,,"aka:Macoma mitchelli, matagorda macoma (common)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many colored tellin,"tellin, many-colored ",Ameritella versicolor,Tellinidae,Cardiida,Bivalve,Ame ver,,,"aka: Angulus versicolor, tellina versicolor",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alternate tellin,"tellin, alternate ",Eurytellina alternata,Tellinidae,Cardiida,Bivalve,Eur alt,,,aka: Tillina alternata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baltic macoma,"macoma, baltic ",Limecola balthica,Tellinidae,Cardiida,Bivalve,Lim bal,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elongate macoma clam,"clam, elongate macoma",Macoploma tenta,Tellinidae,Cardiida,Bivalve,Macop ten,,,"aka: Macoma tenta, narrowed macoma clam",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thin tellin,"tellin, thin ",Macomangulus tenuis,Tellinidae,Cardiida,Bivalve,Macom ten,,,"aka: Tellina tenuis, Angulus tenuis, petal tellin (common)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
striate tellin,"tellin, striate ",Serratina aequistriata,Tellinidae,Cardiida,Bivalve,Ser aeq,,,"aka: Tellina aequistriata, Merisca aequistriata",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
